condition,condition_value,method,row_count,successful_count,success_rate,mean_error_m,median_error_m,rmse_error_m,std_error_m,p75_error_m,p90_error_m,p95_error_m,max_error_m
env_type,indoor,RSSI,38986,38986,1.0,85.02985057770032,72.10762302266535,108.64553679082451,67.63057368351846,111.92903526773985,159.61930410867416,191.63766409908516,4335.326064690826
env_type,indoor,TDOA,38986,38986,1.0,0.0966773259380507,0.07557029328137346,0.1297810234244085,0.08658406888827719,0.1255732406654151,0.18961159511224257,0.24308248178056693,1.7405359859754046
env_type,indoor,DOA,38986,38986,1.0,22.24658554895213,18.692486397074568,27.238670009051056,15.71753517356289,28.690028681244556,41.55420981404325,52.137943495373506,187.23113401740497
env_type,indoor,ML,38986,38986,1.0,1.5999323066148627,1.3535765625619103,2.032090323630611,1.2528559212773582,1.9744706025714058,2.760115981699631,3.557093307042095,28.28801044458583
env_type,outdoor,RSSI,13977,13977,1.0,126.0710970898032,104.8559783293578,162.0525909311341,101.82270123264286,166.53329961404998,238.996409663011,295.4709557558079,6011.732599204383
env_type,outdoor,TDOA,13977,13977,1.0,0.09144649723442712,0.06087889390670253,0.13380885652061947,0.09768843838279392,0.11404556342419563,0.19491952796126083,0.27324046197880497,1.2454387082172884
env_type,outdoor,DOA,13977,13977,1.0,11.507477679350343,9.445328358251444,14.165457477945322,8.260933696734464,15.101828813963266,22.53398326975954,28.176779760966358,72.57436398966871
env_type,outdoor,ML,13977,13977,1.0,1.9938407177539001,1.598695337727669,2.5424775863960503,1.577646838061503,2.456245467857404,3.82260829979646,5.130513732332163,24.940134528095896
obstruction_severity,high,RSSI,26403,26403,1.0,87.12985062830448,74.96228162025352,110.26891406906431,67.58546842597957,114.62430011473353,160.82642497928447,191.55616760094463,4335.326064690826
obstruction_severity,high,TDOA,26403,26403,1.0,0.10347039167471159,0.07808932312637623,0.14194642509196104,0.09717521954029093,0.13399424791551617,0.20846792872582962,0.2734861782960194,1.7405359859754046
obstruction_severity,high,DOA,26403,26403,1.0,25.38473801313792,21.717606805417137,30.619892621782483,17.1232007850235,33.01986857602712,47.06690153725842,58.00675653890608,187.23113401740497
obstruction_severity,high,ML,26403,26403,1.0,1.6659051512826388,1.3870020157451814,2.137624752408161,1.3395027308655152,2.034057045298449,2.906443864872415,3.8150016357588137,28.28801044458583
obstruction_severity,low,RSSI,26560,26560,1.0,104.53991086247292,84.42719202609268,138.05274270813925,90.16802601687,137.32101813832946,205.14690342290837,254.31234176130295,6011.732599204383
obstruction_severity,low,TDOA,26560,26560,1.0,0.08717173077857768,0.06628822724897707,0.11880947078261477,0.08072809344108176,0.11300238373165544,0.17366843130780824,0.22358232839478745,1.2454387082172884
obstruction_severity,low,DOA,26560,26560,1.0,13.475608508089122,11.560483322615216,16.205608388649477,9.001820344550868,18.11438623552212,25.480670520498474,30.65448504785904,144.9373238411031
obstruction_severity,low,ML,26560,26560,1.0,1.741640772154284,1.4290763936976112,2.2182460012245397,1.3738172380193663,2.137650876577148,3.1634316577751695,4.229865661004493,24.940134528095896
